"title","review","stars","productname","platform"
"",awesome,"5.00",TOYOTA,ANDROID
"",Suberb,"5.00",TOYOTA,ANDROID
"",perfect,"5.00",TOYOTA,ANDROID
"",I just locked my doors from like 3 blocks away!,"5.00",TOYOTA,ANDROID
"",le service lors de la livraison du véhicule a été super Denis et la personne qui m'a expliqué la partie électronique. un gros merci à vous deux.,"5.00",TOYOTA,ANDROID
"","This app is so easy to use, from checking to see if my car is locked, to starting it up on a hot day and having the air conditioner on when I get in. Also, it helps me find my car in a parking lot.","5.00",LEXUS,ANDROID
"",Great option,"5.00",LEXUS,ANDROID
"",Buggy and annoying. Please don't tell me to provide feedback in app. I cannot even get on icon pages to use. I have to go to play store to open. Start and stop do not work. Wireless is impossible to add. Geez. Get anew software app,"1.00",TOYOTA,ANDROID
"","The app will notify me if my doors are unlocked but says my windows are closed even though I am sitting in the vehicle with 2 open windows! Still can't trust it! Remote start and unlocked door status work, but not knowing if a window is open is totally unacceptable for a paid service.","2.00",TOYOTA,ANDROID
Occasional over-sensitivity,Warning about back seat status can be annoying,"4.00",TOYOTA,IOS
Need auto connect on iPhone,The last thing I need is a pop-up asking me if I want to connect to my car every time I sit in it. Please make it so that my iPhone can auto connect. I don’t wanna have to approve it.,"2.00",TOYOTA,IOS
"",app does not work all the time,"3.00",TOYOTA,ANDROID
Infuriating loops,Who ever created this it’s garbage. I hate this system. I can’t get it to setup. You have to factory reset is my guess. You can’t have two users if you share your vehicle with your spouse. It hate this Toyota system so much I have to get a different car.,"1.00",TOYOTA,IOS
Love the app but frequently logs me out,"Love the app. It’s very useful and I use it every morning to use Siri to start my truck before work. Use it for my truck’s location, unlock and lock when I forget my keys when I need to get into it, very useful. Can even do it from another state if someone else needs to get into my truck for whatever reason. I wish there was an option to adjust how long the truck stays on after remote starting it, but oh well. The only thing I don’t like is how often it logs me out. I have to re log in frequently and can’t use Siri while I’m logged out. If the app would either log me out considerably less or not at all, I’d give 5 stars.","4.00",TOYOTA,IOS
"","Toyota app doesn't work. Car requires it to work in order to use basic features like alexa that could just use your data connection via bluetooth. The car itself is of similar quality- damaged touch screen costs 10,000 to replace. Simple fix. Did it myself for about 100. Would have been easier if toyota provided any support (like selling the part instead of selling only the entire center console as a unit). I struggle to see any value or future for me in Toyota.","1.00",TOYOTA,ANDROID
Lexus app,Great application,"5.00",LEXUS,IOS
Virtual Manual,"It would be great if a virtual car manual was included, with specific sections, to easily learn about the vehicle.","3.00",LEXUS,IOS
Remote start failure,Fails to start remotely,"1.00",TOYOTA,IOS
Limited use,"For an app that you expect me to eventually pay for it really doesn’t do much
Should be able to preform most functions available through console
Open/close windows
Set temp
Comfort functions
The only thing this does that’s useful is start the truck (and I’m not lying for that)
Otherwise it’s just platform for you to track my usage and try to sell me things","2.00",TOYOTA,IOS
"",gives a good snapshot about the state of your vehicle. I do get messages from my phone the app is using more power.,"5.00",LEXUS,ANDROID
"",it's great that you can turn your truck on from your phone but it would be nice to have a temp option to turn it up or down,"4.00",TOYOTA,ANDROID
Remote view,"Being able to view on my phone app what my Toyota cameras are looking at would be a great feature,a live view experience","3.00",TOYOTA,IOS
"",I installed this app so that I can stop getting emails via my car. It is not very intuitive. They want permissions that they don't need. And I'm still getting emails. I'm uninstalling.,"1.00",TOYOTA,ANDROID
"",I love this app.,"5.00",LEXUS,ANDROID
"",Every time using the app. always a problem loading. Unusable every time.,"1.00",TOYOTA,ANDROID
Connect cost,It’s kind of expensive to be able to start your car and lock your doors,"3.00",TOYOTA,IOS
"",I love the app it makes my experience so much better,"5.00",TOYOTA,ANDROID
"",Amazing application,"5.00",TOYOTA,ANDROID
"",functionality is great. download and set up is 10 times worse than previous gen.,"4.00",TOYOTA,ANDROID
The car is awesome but the app is terrible,"I made the mistake of buying the car before checking the app reviews.  I won’t make that mistake again.  It’s unbelievable that basic functionality is not working reliably.  It’s enraging to have to sign into the app manually every day even though “keep me signed in” it toggled on and Face ID is enabled.  Why does it need to send me a text every time, to sign in?  According to Lexus support, Sign in with Apple, doesn’t work so I have to use my phone number. This is basic stuff that should have been fixed before the app was ever released.  This has seriously diminished my new owners satisfaction.    Next issue is the digital key.  I’m on my 3rd call to customer service to get that working reliably.   It works for a while then needs to be downloaded again.  When trying to download it again there is an error that seemingly can’t be fixed without a call to “connected services”. In my experience it takes them 2-3 business days to resolve the issue.  This makes “digital key” useless.  It would have been nice if it could be relied upon.  One of the reasons I bought the car is that I like to do water sports. Taking my waterproof phone or watch would have been preferable to taking the (not waterproof) key card or fob.  A related issue is that the Apple Watch cannot be used for anything without the phone in range.  This is true even if the watch is connected to WiFi or cellular data.  The advertising makes it seem like the watch alone can be used to lock / unlock / start the vehicle but this is not true.  When the watch is away from the phone it just says “please connect to your iPhone and try again”, disappointing.  This functionality would be very helpful for water sports, runs or bike rides in questionable weather.  I believe all of these frustrations would have been avoided if Lexus just implemented “Apple Car Key”.  I have used cars with that system and they just work, every time.   For such an amazing car it’s really disappointing to have an app this bad.   I really hope they fix it soon. I would really like to purchase a Lexus again but if the app ratings don’t improve I’ll be looking elsewhere.  
10/6/24 update v2.5.4 still has the same issues with frequently logging me out even if “keep me logged in” is enabled.  It’s so frustrating because I found a workaround to the Apple Watch not working without the iPhone nearby.  I set up a shortcut so that I can say “Siri, (lock,unlock or start) Lexus.  It works great until the iPhone app randomly logs out then it won’t work again until I sign in on my iPhone.  I can’t believe they actually want to charge a monthly fee for this functionality once the free period is up.
11/4/24 update
Some new issues have cropped up.   The app randomly deletes my address. This makes the charging history show my charging location as unknown. Putting my address back in does not change this database entry.  It will always show as “unknown”.  I have my car on a schedule so that it’s fully charged at 8am.  If I return from a trip and plug the car in it will wait until a time it determines appropriate to start charging.  The app has a button to “start charging now” that overrides the schedule.  Problem is just looking around in the app causes the car to start charging.  The first few times it happened I gave it the benefit of the doubt.   I assumed I had accidentally hit the “charge now” button.  Now it’s happened enough that I know it wasn’t me hitting the button.  Under the health section there is section called “service campaigns”. I got a red dot notice that my 2nd key fob was ready to be delivered.  I had this service done a week ago and the red dot alert still shows. There is no way to clear the alert. It’s an annoying bug but it will also prevent me from noticing actual valid action items in this space.  I really hope they put some serious effort into improving this app.  The car is great but the app is really disappointing.","1.00",LEXUS,IOS
"",I love it!,"5.00",TOYOTA,ANDROID
"","It keeps crashing and it won't load odometer, gas or tire pressure.","3.00",TOYOTA,ANDROID
"",So Useful,"5.00",TOYOTA,ANDROID
Good,It is a nice app however it has a lot of room to improve. One should be able to adjust the seats and set up the stereo and more with the app at this point is very limited.,"3.00",TOYOTA,IOS
"",Fix this app and allow more than 5min for the code especially since you can't even open the app! I'm pretty sure I'm taking the car back this is too much for me! 24 hour code is needed but you probably don't want anyone using the app okay this has nothing to do with the media services! Scam Toyota! I'm dumping it for a GMC,"3.00",TOYOTA,ANDROID
"","this is the car of the future,with so many features that are very convenient. Let me count the ways1.great gas mileage, 2.very stylish, 3.powerful.4.comfortable seating.remote start 5.t h e Toyota app that let's you know if you left the car unlocked, packages in the back seat and so much more","5.00",TOYOTA,ANDROID
Service appointments,"The lack of being able
To add comments to schedule service is a pain. Add an option to provide the issue.","2.00",TOYOTA,IOS
"",very useful. love checking status and able to lock doors and not evan be close to vehicle!!,"5.00",TOYOTA,ANDROID
"","Toyota: PLEASE READ: The recent app upgrade 'broke' the one function I use, remote climate start. When 'Start' is pressed it brings up a CAUTION screen to not start the car if person or pet is in it. But no way to move past this screen to the start function. A workaround is to lock the doors and schedule a remote start 3 minutes in the future. That works so the app CAN send the correct command. The new 'caution' pop-up is hard-stopping the sequence (I am a retired software QA director).","1.00",TOYOTA,ANDROID
Easy to use,The ease of access,"5.00",TOYOTA,IOS
"",希望有中文服务，谢谢！,"4.00",TOYOTA,ANDROID
"",sofar so good 👍,"5.00",TOYOTA,ANDROID
"",La connection avec Android fonctionne une fois sur deux Pu en mesure de partir le véhicule sans faire une programmation/ horaire,"1.00",TOYOTA,ANDROID
"",Since the last update (2 Oct 24). App is constantly trying to connect to the van even though I haven't driven it or launched the app.,"4.00",TOYOTA,ANDROID
"","There are a few features that I am still learning about. However, I am miffed at the Charging Station feature. If a station is in network, why am I paying for it? If it wasn't in the network, I would still have to pay for it.","4.00",LEXUS,ANDROID
"",Why monthly fee go from 8 a month to 15? App is useless unless you pay 15mo.,"1.00",TOYOTA,ANDROID
"","Didn't give second owner full control. Limited only to unlock the doors, you won't have the information that is shown on the screenshots. On top of that, it forgot my car and I cannot connect it back. The app is completely useless now, although it keeps draining the battery in the background. The new car came with ONLY ONE KEY - supply shortage. The positive reviews do now seem to be real. Think twice before buying new Lexus.","1.00",LEXUS,ANDROID
"",Great,"5.00",TOYOTA,ANDROID
"",Nice to have controls of my car from my phone.,"5.00",LEXUS,ANDROID
Amazing,This app is so cool I love that I can keep tabs on my car through it,"5.00",TOYOTA,IOS
Worst app ever.  Makes me want to trade in Toyota for other make.,Can’t use CarPlay without it.  Disconnects all the time.  Glitchy.  Won’t sync with car.  I will never buy a Toyota again,"1.00",TOYOTA,IOS
"",Never works. Always takes too long to sign in and closes before the app ever opens. Waste to pay for auto start if the app doesn't even work!,"1.00",LEXUS,ANDROID
Tundra mpg is 5 below what is listed everywhere from Toyota,"Was not expecting to get 15mpg of actual gas mpg. Toyota should not list an average mpg or least say it can be +|-10 and owner should expect the low end of range, but guess you would not sell as many. Who is getting 20-25 mpg? I love my truck but HATE the gas mileage and would have considered not purchasing if I knew what the actual mpg was going to be!","4.00",TOYOTA,IOS
"",Incomplete locked existing app,"1.00",TOYOTA,ANDROID
Love my Toyota App,"Convenient and appreciate the comfort of having car safety at the touch of a hand 
Just like a cell phone- well invented and needed!","5.00",TOYOTA,IOS
"",a very handy app. my only concern is that it makes it very difficult to set-up the notifications. I get way too many unnecessary notifications and I still can't get them to stop.,"4.00",TOYOTA,ANDROID
"",machete,"5.00",TOYOTA,ANDROID
"","Great App, does wonders for me. If I cd figure out how to remote start my car, that wd be even great","5.00",TOYOTA,ANDROID
"","great app reminds me if window or moon roof are open and that vehicle is locked or not, can also tell where car is or if we drove it bad...","4.00",TOYOTA,ANDROID
"",Great app,"5.00",TOYOTA,ANDROID
"",Awesome!,"5.00",TOYOTA,ANDROID
Crown,I was a little disappointed that this model does not have side alerts when an object is close. Still trying to figure out the dash monitors. And trying to program our garage door to the control tks for any help you can give,"5.00",TOYOTA,IOS
"",Not functioning,"1.00",TOYOTA,ANDROID
Lifesaver,This app saves me so many times when I forget my keys in the house but I have my phone so I can unlock the doors remotely. Love this feature.,"5.00",TOYOTA,IOS
Awesome app!,The app works very well and it is so helpful! I loved!,"5.00",TOYOTA,IOS
Toyota Camry,Best car ever,"5.00",TOYOTA,IOS
"",no longer compatible with my Android phone so now what do I do,"1.00",TOYOTA,ANDROID
"",They force you to get the app and it never connects first try. I've had this car for not even 2 months. I've already had to uninstall and reinstall it to get it to work. Do better Toyota.,"2.00",TOYOTA,ANDROID
iOS 18 issues,Please update the app - since iOS 18 it crashes shortly after launching the climate remote start feature,"4.00",LEXUS,IOS
"",I love the app!,"5.00",TOYOTA,ANDROID
"",Got signed out not able to sign back in.,"1.00",TOYOTA,ANDROID
"","Very nice car, she is new, let's see what the future brings.","5.00",TOYOTA,ANDROID
"",The fact you have to pay a monthly fee for basic services and they cannot even provide a usable app is enough for me to never buy a Toyota again.,"1.00",TOYOTA,ANDROID
Buena app,"La aplicación es excelente pero deberían buscar una versión en español, pero muy buena","5.00",TOYOTA,IOS
"",Been using this for years and the last update broke the remote start. Now I'm paying for a service I cannot use.,"1.00",TOYOTA,ANDROID
Venza,The only draw back which I might cancel my subscription is it should be free.  Things are getting tight I pay a lot of money per month this is an extra charge that I might remove from my budget.,"5.00",TOYOTA,IOS
"",love it,"5.00",TOYOTA,ANDROID
"","good app, nothing too crazy.","4.00",TOYOTA,ANDROID
"","Convenient app to check doors, windows, sunroof, and trunk. Easy remote start and car status.","5.00",TOYOTA,ANDROID
"",This is the only second time that i've been able to get the app to work for me.Otherwise I would give it a perfect five star.,"3.00",TOYOTA,ANDROID
"","This app is still garbage, nothing I've tried to reinstall it or anything has worked, dealer won't help and im not renewing my subscription. All this money in monthly payments for a car that won't work properly. I will not be leasing another toyota after this.","1.00",TOYOTA,ANDROID
"",I wish the allowed temperature controls and seat warmer controls,"5.00",TOYOTA,ANDROID
"",Love it,"5.00",LEXUS,ANDROID
"","I truly enjoy having the service, but the cost is a bit much.","4.00",TOYOTA,ANDROID
My Tacoma,The best thing to mankind is having an app that you can lock and unlock and watch everything that goes on in your vehicle,"5.00",TOYOTA,IOS
Innovative,Easy to use and fast response,"5.00",TOYOTA,IOS
"",😀,"5.00",TOYOTA,ANDROID
Happy,Very happy with my new Lexus and the app.,"5.00",LEXUS,IOS
"",i love thanks so much Lexus💕,"5.00",LEXUS,ANDROID
Wind shield wiper needed on back window,"I’m very disappointed my Prius Prime has no back windshield wiper.  What would be the cost to have one installed?
Also, are there no speakers in the back seat area of the car?  I need those as well to have surround sound.  What would be the cost?
How do I turn on heat remotely from inside my home in cold weather?
I couldn’t believe it would cost me 20,000 to return the car after one week and not having driven it because I was not happy with the car after paying 54,000 for it.  That is absolutely disgraceful.  I think I prefer Honda over Toyota.","3.00",TOYOTA,IOS
"",thankful,"5.00",LEXUS,ANDROID
"",I love toyota,"5.00",TOYOTA,ANDROID
"",Great app and features. I'm only giving it 3 stars because of massive privacy concerns. Make sure that drive pulse and insure connect are turned off in privacy settings under your account.,"3.00",TOYOTA,ANDROID
Lexus,"I love my new Lexus NX 350 it rise so smooth and I’ve been having Lexus vehicles ever since college. Never had any Mechanical issues.  My Nalley Lexus service advisor Henry Holman has for great service for the last 15 years. I love my experience at Nalley Lexus of Smyrna Georgia. I will continue to buy from my Auto Sales rep Cedric.  I miss the old Lexus café but the new Lexus auto dealership is awesome.  
Raphaella R.","5.00",LEXUS,IOS
"",muy buena,"5.00",TOYOTA,ANDROID
"","This app allows me to control my vehicle, check its status, and learn about all its functions.","5.00",TOYOTA,ANDROID
"",The app gives a lot of false information. such as doors unlocked when they are locked.,"3.00",TOYOTA,ANDROID
"",i have to verify my account every single time i want to use it.,"1.00",TOYOTA,ANDROID
J,La descarge y no entiendo por que no me salen tolas las funciones que segun tiene la aplicasion,"1.00",TOYOTA,IOS
"","It's great having the information at your finger tips. It's not perfect because my husband had to call to tell me my tire pressure was low, and it was, and it went flat, no warnings, no pressure change on the app","4.00",TOYOTA,ANDROID
"",For weeks the app has messaged Downtime. Really? Please advise.,"1.00",LEXUS,ANDROID
Makes having an electric car very inconvenient,The app mostly never works. Crashes when it does open and you have to use the app to start the charging on your electric car.,"1.00",LEXUS,IOS
"","Can never get it to work because I cannot add my vehicle. I always get an error message saying ""Oops! Try again later""","1.00",TOYOTA,ANDROID
Very Handy,I’ve only had this app for one day and I really like it. It’s handy locking the doors from inside the house.,"5.00",TOYOTA,IOS
"","Driving my rx350 is awesome, very smooth 😎 love it.","5.00",LEXUS,ANDROID
"",its incredible. So many options,"5.00",TOYOTA,ANDROID
Toyota 4Runner limited,Lacks innovation & technology! Jeep Grand Cherokee is at least 10 years ahead of Toyota in technology inside the vehicle,"1.00",TOYOTA,IOS
"","for my personal experience, the app only works 80% of the time. when it does it's very useful.","4.00",TOYOTA,ANDROID
"",Amazing app for an amazing car! Thanks Toyota!,"5.00",TOYOTA,ANDROID
"",Trash. Digital key doesn't. Connect,"1.00",LEXUS,ANDROID
"",great app for monitoring your vehicle,"5.00",TOYOTA,ANDROID
No support for 2015 RCf…,I love you application… have used on several of my Lexus autos… unfortunately you no longer support my Race… bummer…!!!,"5.00",LEXUS,IOS
Very Convenient,Remotely Controlling my vehicle is very much convenient.  Keep up the good work in improving the many features os Toyota Vehickes.,"5.00",TOYOTA,IOS
"",Update quit working on my phone with no way to resolved.,"1.00",TOYOTA,ANDROID
"",gd job,"5.00",TOYOTA,ANDROID
"",Horrible. Can't even connect,"1.00",TOYOTA,ANDROID
"",arrive pas à régler la température pour réchauffer à l'avance,"4.00",TOYOTA,ANDROID
"",It only lets the car run for ten minutes. what a joke for the cost!!!!! I live in iowa an when winter comes in like to let my car warm up for 30 minutes before I drive it. Someone definitely need to change that,"1.00",TOYOTA,ANDROID
My TOYOTA BEST CAR EVER ⭐️⭐️⭐️⭐️⭐️,"This will be the last car that I will ever buy, my 2019 Camery have 44899 miles on it and I have driven it to Dallas Texas and back to Rochester New York without a problem, I bought many of different cars 🚘 But when I was introduced to the TOYOTA family I will never ever buy another vehicle other than a TOYOTA 😍 looks amazing driving that car is awesome and Apple car play is great 👍🏽","5.00",TOYOTA,IOS
"",love it,"5.00",TOYOTA,ANDROID
Near useless.,"This app connects and only partially updates vehicle status. The vehicle will be locked, and when a Start command is sent, the app shows “Remote command failed” error. 
When the app connects to the vehicle, it never updates the entire status. You would think it should handshake and exchange info and update. But instead the customer must locate the itty bitty Refresh button. Very disjointed. In the end, you never are able to communicate with the vehicle. 
Feels like the rest of the vehicle, pushed to market with as little testing in the real world as possible so not to cut into profit. 
After 6 years I’m strongly considering GM again.","1.00",TOYOTA,IOS
"",parfois elle ne fonctionne pas pour le démarrage à distance .. mais somme toute très utile quand même,"4.00",TOYOTA,ANDROID
"",Jusqu'ici rien à reprocher,"5.00",TOYOTA,ANDROID
"",I really wish you could access historical trip mileage. I love being able to search and send a destination to the car from the app.,"4.00",TOYOTA,ANDROID
I depend on this App daily,"This is the first vehicle app we have ever used:
I will never be without an app for my truck again:
AND I will never be without a Toyota truck as long as I can drive!","5.00",TOYOTA,IOS
"",❤️,"5.00",TOYOTA,ANDROID
Love me 3 Lexus,I absolutely love my new Lexus such a great ride!!  Our Salesman Taras Taraneko was fabulous and very easy to deal with with great knowledge of the car we purchased.,"5.00",LEXUS,IOS
"",Great app. Just wish you were able to control the temperature your heat/air was set on. And be able to turn my heated seats on also.,"4.00",TOYOTA,ANDROID
Toyota Camry 2021,Seriously how are we still not able to start this car up by the palm of our hand 😔 and I cant even really see much for my vehicle… smh,"1.00",TOYOTA,IOS
Amazing,Really is not not start my car locked my car check the windows and tires from my remote phone,"5.00",LEXUS,IOS
Yes,Great service,"5.00",TOYOTA,IOS
"",Para una 2018 tacoma no sirve para nada si no hay android o carplay en tu auto es una app más 😒,"2.00",TOYOTA,ANDROID
"",What happened why I can't go to my app.,"1.00",TOYOTA,ANDROID
"","every time, when I need to start my car, it is there, start,gps,and some more extras","5.00",TOYOTA,ANDROID
"","Le falta una buena actualización, muy bien por los momentos","5.00",TOYOTA,ANDROID
"",It's Great,"5.00",TOYOTA,ANDROID
Toyota is the best,I love my Toyota tundra,"5.00",TOYOTA,IOS
"",Convenience at your fingertips. I love the remote start feature using my smartphone..,"5.00",LEXUS,ANDROID
"","It is hard to set up with the owner's manual and study operating navigation and a few more things to the systems, and who's big helping me, with Jay Lee, one of the experts of the Toyota of Plano, will help me and set up early next week. it is model: '23 Rav4 XLE premium. Awd. Hybrid small auto with big technology support...","5.00",TOYOTA,ANDROID
Slow response,The app is really slow and hard to navigate,"3.00",LEXUS,IOS
"",Cannot sync to phone,"2.00",TOYOTA,ANDROID
"",good one,"5.00",TOYOTA,ANDROID
"",cette application est très appréciée,"5.00",TOYOTA,ANDROID
"",application facile d'utilisation et très utile.,"5.00",TOYOTA,ANDROID
Ddd,Don’t like for 1 year only. Plus very united cell gen options,"3.00",TOYOTA,IOS
"",Great app! 4 stars until mpg is reported on trips.,"4.00",TOYOTA,ANDROID
App,"The App it worx. 
The car runs. 
Almost like a car.","5.00",TOYOTA,IOS
Me gusta todo de mi lexus,Mi nx me gusta mucho me hace sentir segura y feliz.,"5.00",LEXUS,IOS
"",Great app easy to use,"5.00",TOYOTA,ANDROID
"",Worked first few months then not since.,"1.00",TOYOTA,ANDROID
"",I have peace of mind knowing I can check on my vehicle.,"5.00",TOYOTA,ANDROID
"",Amazing and wonderful app. Very helpful and friendly user. 👍❤️🎵,"5.00",TOYOTA,ANDROID
"",Very helpful!,"5.00",TOYOTA,ANDROID
App is okay with room for improvement!,"App functions well and controls the car amazingly. However it does log you out randomly even after using as key for your car. Also, the Apple Watch Connection will tell you to use the app on the phone to use features sometimes as well (either because it logged you out or needs to be relaunched) sort of defeating the purpose of having it on Apple Watch and not having to take my phone out. All in all it’s a great app with lots of information on my RZ! But the constant auto logging out is a bit of a pain.","4.00",LEXUS,IOS
"",sometimes gets glitched but good 95% of the time. handy,"4.00",TOYOTA,ANDROID
Nice app,"It works really well, very convenient to turn on the car, unlock and lock it remotely.","5.00",TOYOTA,IOS
"","No permite usar casi nada, no puedes usar tu mapa, no puedes usar prácticamente nada... pesimo","1.00",TOYOTA,ANDROID
"","It's kind of tough to have to pay for an app to unlock a vehicle you spent 75,000 on... but people gotta make a buck I suppose.","2.00",TOYOTA,ANDROID
Unlocking and Locking Vehicle,The app will not lock and unlock my Lexus. It always has an app error message that appears when attempting the feature.,"1.00",LEXUS,IOS
Love But Needs Improvement,I love the app so far just wish it didn’t take 10seconds to unlock/lock and such with the seat covers accessories for the RAV4 wasn’t 600 when I can get it from Amazon 30-200,"5.00",TOYOTA,IOS
My Crown,Very easy to use app. Great for locking and starting vehicle    You can see mileage,"5.00",TOYOTA,IOS
"",muy buena,"5.00",TOYOTA,ANDROID
"","For the most part, I enjoy this app and it works as expected. One major issue I have had so far was with activating the remote connect feature. After the year free trial, I let my subscription lapse for a few months. When I finally went in and paid for the subscription, I went to do the activation with the QR code but was not able to. The QR code was not showing up on my car screen. After two weeks of trying, I had to finally call Toyota customer care to fix the problem.","4.00",TOYOTA,ANDROID
"","Great way to prestart your vehicle, adjust the heat, coolness, etc.","5.00",TOYOTA,ANDROID
Love my Lexus,I I,"5.00",LEXUS,IOS
Mostly love it.,"Works most of the time, but not always. If I could add any function, it would be the ability to adjust the interior temperature remotely.","4.00",TOYOTA,IOS
"",good,"5.00",TOYOTA,ANDROID
"",I love everything about my Lexus,"5.00",LEXUS,ANDROID
"",it's really Good Comany.,"5.00",TOYOTA,ANDROID
Great app,Very easy to use and convenient.,"5.00",TOYOTA,IOS
"","works great and I am happy they added the tire pressure and door/window open visual screen on the Status tab. If we could adjust temperature controls via the app, then it would get a 5 star review","4.00",TOYOTA,ANDROID
"",very useful,"5.00",TOYOTA,ANDROID
Señora Rosa Isela Corro,"Super Excelente aplicación ,  estoy muy feliz de haber comprado esta camioneta y encantada de manejar mi Lexus 🌹","5.00",LEXUS,IOS
"",love my toyota get you sum! of this tundra 4×4,"5.00",TOYOTA,ANDROID
Excelencia,Funciona de maravilla.,"5.00",LEXUS,IOS
Can’t log in,"The app logged me out and when I try to log back in, Al it does is spin.  I’m ready to cancel the service if it’s doesn’t get fixed!","1.00",TOYOTA,IOS
"",I can no longer start my car remotely and I pay for the service it just will never connect.,"4.00",TOYOTA,ANDROID
"",It works! No complaints.,"5.00",TOYOTA,ANDROID
Grand highlander,"Very roomy and luxurious, the app and remote options are great and wonderful convenience","5.00",TOYOTA,IOS
Love this app,I never have to go back to see if my doors are locked. I can always see where my vehicle is and when it is fully charged. It’s wonderful.,"5.00",TOYOTA,IOS
Disfrutando mi carro 😀😉,Es muy cómodo encender el carro y apagar con mi cel y en tiempo de frío acondicionado para que el clima de madrugada gracias Toyota,"5.00",TOYOTA,IOS
Get yourself a truck,Best app ever,"5.00",TOYOTA,IOS
"",great app! very useful!,"5.00",LEXUS,ANDROID
"",awesome!,"5.00",LEXUS,ANDROID
"",This app is very cool! Sent me a message that my doors were unlocked. Gave me the capability to remotely lock them. Tells me the air pressure in my tires. Still learning about other capabilities.,"5.00",TOYOTA,ANDROID
"",Very easy & convenient.,"5.00",TOYOTA,ANDROID
"",excellent app,"5.00",TOYOTA,ANDROID
Fixer,"This app is fabulous. I feel so much safer. I have locked my door ( or doors ) from miles and miles away .
I LOVE this car. It is my 3rd 350 hybrid, but first sport model. I feel so much more in charge of my driving.","5.00",LEXUS,IOS
"",Love this app,"5.00",TOYOTA,ANDROID
Cost,It is to expensive so probably will drop it after the year is over,"3.00",LEXUS,IOS
"",Does the basics. Needs to be better. Smart key doesn't connect. Car starter needs a customizable timer; 10 minutes at -30c isn't useful.,"2.00",TOYOTA,ANDROID
Wish simple app was free for ever.,We paid a lot of money for the vehicle and get nickel dined for extras. So far app and navigation. Not sure what else I’ll fine.,"5.00",TOYOTA,IOS
"",Really enjoy the app. No more running outside to see if I locked the doors. Just look at the app and remotely lock the doors if necessary.,"5.00",TOYOTA,ANDROID
Lo recomiendo,Excelente,"5.00",TOYOTA,IOS
"",love the keyless entry and the lock reminder,"5.00",TOYOTA,ANDROID
"",This app has never worked correctly. It's constantly showing notifications that won't clear. Example: Looking for vehicle. They use this app to track your driving habits so they can try to sell you insurance.,"2.00",TOYOTA,ANDROID
IOS iPhone Major Issues,"For some reason, this app does not work very well on iOS 18. It does some basic functions, but when it comes to being able to set your home address or a work address, it does not work. Toyota, you need to fix this. If you want anyone to even consider paying for a subscription, you better get the app to work first. You will never get anyone to pay money if you can’t get your app to work on iOS 18.","1.00",TOYOTA,IOS
"",exceptional,"5.00",TOYOTA,ANDROID
"",Bravo. I love it.,"5.00",TOYOTA,ANDROID
"",Familiar,"5.00",TOYOTA,ANDROID
"",Love the features but it keeps logging out,"5.00",TOYOTA,ANDROID
"",Terrible!,"1.00",LEXUS,ANDROID
"","Even the workers at our local Toyota dealership admits to the app being terrible... This is by far the worst app for a car. Compared to other car app, this thing feels like it wass built by a 3 year old that accidently got the coding right for telling you your car is unlocked.","1.00",TOYOTA,ANDROID
"",except wish Remote was free as others are,"5.00",TOYOTA,ANDROID
"",needs more controls,"3.00",TOYOTA,ANDROID
"",everything in one place!,"5.00",TOYOTA,ANDROID
Love,Love it love it love it love it love it,"5.00",TOYOTA,IOS
"","Hoe can an app be in technical diffculties for bloddy 1 month? I have been trying to open this app from past month and get the result. If your team could not fixed the app, what's the point of appointing them? UTTER GUTTER FARTER APP!!","1.00",TOYOTA,ANDROID
"",ne fonctionne pas depuis plus de 7 jours,"2.00",TOYOTA,ANDROID
App finally working,The app has started to work after 6 months of glitch. It’s a nice app to start the vehicle in winter months and to show the location of the vehicle and other travel information.,"4.00",LEXUS,IOS
"","I had a corolla 2023 SE hybrid that allowed me to change the A/C temperature in the app, then remote start, so that the car was warm and toasty in the mornings. After that I bought 3 brand new 2023 & 2024 and 2025 toyotas Rav4 XSe and Sienna Platinum... none of which allow temperature selection in the app. I know for a fact competitors like Kia have better technology on their apps. Toyota needs to catch up, because they're also gaining good reputation on other areas where Toyota used to be #1.","1.00",TOYOTA,ANDROID
"",it has already saved me in calling a locksmith.,"5.00",TOYOTA,ANDROID
Limited to one user,The app only allows one user while most owners have more than one driver in their households. It should allow at least two.,"2.00",LEXUS,IOS
"",great,"5.00",TOYOTA,ANDROID
"Toyota, please fix the app","I am not able to sign in because of some error. I need to remote start my car and I am unable to do this. Why?! 
Also why there are no HVAC options when you remote start your Toyota?
And the last one, the app is so laggy. I’ve been using it for 2 years now and no improvement on that. 
Please fix your app, I like my car but it is a shame for Toyota to sell you this app separately and on top of that you can’t use it!!!","1.00",TOYOTA,IOS
"",so far so good,"5.00",TOYOTA,ANDROID
Terrible,Doesn’t always work. I have a GMC terrain and Sierra the GMC app works all the time.,"1.00",LEXUS,IOS
App Ephesians 42,Can not install new version but have upgraded to iOS 16 Now I have no support from phone. Please advise my next step. Love the car. Winter is coming and starting my car from inside is so delightful. Please help. I am undergoing chemotherapy and fighting to stay warm as the sun moves farther away from us and winter will soon be here!!,"5.00",TOYOTA,IOS
